,sna,tot,sbi,sarea,mday,ar,bemp,act
1047,YouBike2.0_玉東公園(東新街),14,0,南港區,2023-05-28 13:57:04,東新街/市民大道七段(北側),14,1
1049,YouBike2.0_成福路197巷口,15,1,南港區,2023-05-28 13:44:15,成福路197巷/成福路,14,1
1051,YouBike2.0_成德立體停車場,14,2,南港區,2023-05-28 13:39:15,成福路/東新街80巷10弄,12,1
1052,YouBike2.0_南港展覽館2館,18,3,南港區,2023-05-28 13:55:26,經貿二路/南港路一段(西北側),15,1
1053,YouBike2.0_舊莊派出所,15,3,南港區,2023-05-28 13:14:14,舊莊街一段/舊莊街一段215巷,12,1
1054,YouBike2.0_南港路三段80巷,15,2,南港區,2023-05-28 13:51:16,南港路三段/南港路三段80巷,13,1
1056,YouBike2.0_忠孝東路六段278巷口,14,0,南港區,2023-05-28 13:46:04,忠孝東路/忠孝東路六段278巷,14,1
1058,YouBike2.0_南港路三段130巷口,12,0,南港區,2023-05-28 13:45:04,松河街380號對側,12,1
1060,YouBike2.0_忠孝東路六段212巷口,15,0,南港區,2023-05-28 13:33:04,忠孝東路六段226號前,14,1
1063,YouBike2.0_內湖機廠(港東街),15,4,南港區,2023-05-28 10:05:16,經貿一路77號(港東街),11,1
1064,YouBike2.0_黎忠區民活動中心,16,4,信義區,2023-05-28 13:51:16,和平東路三段391巷16號,10,1
1065,YouBike2.0_基隆路二段159巷口,14,0,信義區,2023-05-28 13:32:04,基隆路二段155號,11,1
1066,YouBike2.0_嘉興街175巷口,16,0,信義區,2023-05-28 13:57:04,基隆路二段131-4號(前),15,1
1067,YouBike2.0_和平東路三段631巷口,15,3,信義區,2023-05-28 13:47:15,和平東路三段633號前,12,1
1071,YouBike2.0_三興公園,31,0,信義區,2023-05-28 13:57:04,吳興街118巷35弄28號前方(三興公園),31,1
1075,YouBike2.0_松仁路253巷3弄,26,1,信義區,2023-05-28 13:57:04,松仁路215巷6號,24,1
1079,YouBike2.0_中全公園,17,2,信義區,2023-05-28 13:59:04,虎林街164巷54號北側,14,1
1083,YouBike2.0_景新公園,17,4,信義區,2023-05-28 13:49:16,莊敬路239巷12號(對面),13,1
1084,YouBike2.0_光復信義路口東南側,16,1,信義區,2023-05-28 13:59:15,光復南路485號前方,14,1
1088,YouBike2.0_松友公園,27,1,信義區,2023-05-28 13:45:16,信義路六段76巷2弄22號(對面),25,1
1101,YouBike2.0_福德國小,35,3,信義區,2023-05-28 13:56:16,福德街251巷2號對側,31,1
1107,YouBike2.0_泰和公園,34,1,信義區,2023-05-28 13:53:16,吳興街600巷81號西側,32,1
1108,YouBike2.0_興雅國小(基隆路一段37巷),15,0,信義區,2023-05-28 13:15:05,基隆路一段83巷9號西側,13,1
1109,YouBike2.0_雅祥公園(松信路50巷口),12,2,信義區,2023-05-28 13:55:26,松信路61號西側,10,1
1111,YouBike2.0_五常公園,19,3,信義區,2023-05-28 13:47:15,松隆路161號對側,16,1
1112,YouBike2.0_永吉松信路口,25,3,信義區,2023-05-28 13:59:15,松信路/永吉路西南側人行道,22,1
1113,YouBike2.0_三興國小,22,0,信義區,2023-05-28 12:57:04,基隆路二段99-1號(前),22,1
1114,YouBike2.0_市民松信路口,20,4,信義區,2023-05-28 13:57:16,市民大道六段/松信路口(西側),14,1
1116,YouBike2.0_基隆光復路口,17,0,信義區,2023-05-28 13:48:04,基隆路二段/光復南路(東北側),17,1
1118,YouBike2.0_泰和里民活動中心,18,1,信義區,2023-05-28 13:57:16,松仁路308巷60號,15,1
1120,YouBike2.0_虎林永吉路口,15,3,信義區,2023-05-28 13:56:16,永吉路356號東側,12,1
1121,YouBike2.0_永吉公園,18,0,信義區,2023-05-28 13:58:05,永吉路326巷66號西側,17,1
1122,YouBike2.0_永吉路321巷口,15,4,信義區,2023-05-28 13:48:15,永吉路323號西側,11,1
1123,YouBike2.0_松山永吉路口,20,2,信義區,2023-05-28 13:58:15,松山路166號,18,1
1124,YouBike2.0_松山路292巷口,17,0,信義區,2023-05-28 13:45:04,松山路279號,16,1
1134,YouBike2.0_仁愛逸仙路口,28,3,信義區,2023-05-28 13:57:16,仁愛路四段/逸仙路口(西北側),24,1
1135,YouBike2.0_安強公園,20,0,信義區,2023-05-28 13:36:04,虎林街222巷55號,19,1
1136,YouBike2.0_信義基隆路口,20,1,信義區,2023-05-28 13:57:04,信義路四段393號前,18,1
1138,YouBike2.0_吳興街284巷36弄口,25,3,信義區,2023-05-28 13:55:26,吳興街284巷36弄24號西側,19,1
1140,YouBike2.0_福德國小公車站,10,0,信義區,2023-05-28 13:55:13,福德街308號對側,10,1
1144,YouBike2.0_景平公園,13,3,信義區,2023-05-28 13:59:15,松平路50巷15號對側,10,1
1147,YouBike2.0_松仁路305號,14,1,信義區,2023-05-28 13:43:15,松仁路/吳興街583巷3弄,13,1
1148,YouBike2.0_吳興街394巷口,12,1,信義區,2023-05-28 13:53:04,吳興街394巷/吳興街,11,1
1151,YouBike2.0_松仁松平路口,10,0,信義區,2023-05-28 13:01:04,松仁路/松平路,10,1
1152,YouBike2.0_信義松德路口,18,4,信義區,2023-05-28 13:49:16,信義路五段180號前,14,1
1154,YouBike2.0_吳興街284巷(廣安宮),15,1,信義區,2023-05-28 13:57:04,吳興街284巷23號對側,13,1
1155,YouBike2.0_景勤二號公園(西南側),22,4,信義區,2023-05-28 13:52:16,信安街67巷/信安街口東南側,17,1
1157,YouBike2.0_和平東路三段291號,15,3,信義區,2023-05-28 13:49:16,和平東路三段291號前,12,1
1159,YouBike2.0_寶興長泰街口(西南角),17,0,萬華區,2023-05-28 13:32:04,寶興街/長泰街(西南側),17,1
1162,YouBike2.0_古亭國中,20,1,萬華區,2023-05-28 13:45:16,中華路二段465號對側,19,1
1167,YouBike2.0_青年公園籃球場,16,4,萬華區,2023-05-28 13:49:16,青年公園籃球場南側,10,1
1171,YouBike2.0_莒光立體停車場,10,2,萬華區,2023-05-28 13:54:18,莒光路137號前,8,1
1174,YouBike2.0_華中疏散門,12,2,萬華區,2023-05-28 13:26:15,環河南路三段371號前,9,1
1176,YouBike2.0_忠德公園,19,4,萬華區,2023-05-28 13:58:15,東園街66巷20弄27號前,15,1
1182,YouBike2.0_華江八號公園,20,0,萬華區,2023-05-28 13:45:04,環河南路二段216號旁,19,1
1183,YouBike2.0_環河南雙園街口,15,1,萬華區,2023-05-28 13:57:16,環河南路二段282號前,13,1
1185,YouBike2.0_糖廍文化園區,14,1,萬華區,2023-05-28 13:44:04,大理街177號對側,12,1
1186,YouBike2.0_兩棵樹公園,17,3,萬華區,2023-05-28 13:55:26,艋舺大道與大理街160巷20弄口東側,14,1
1190,YouBike2.0_長沙公園,24,0,萬華區,2023-05-28 13:53:04,環河南路一段280-1號(對面),23,1
1191,YouBike2.0_貓公園(中興橋頭),15,2,萬華區,2023-05-28 13:58:15,成都路108號(對面),12,1
1195,YouBike2.0_龍山國小,24,3,萬華區,2023-05-28 13:50:24,和平西路三段235號(旁),21,1
1201,YouBike2.0_臺北市電影主題公園(峨嵋街),15,0,萬華區,2023-05-28 13:59:04,峨嵋街100號(對面),15,1
1206,YouBike2.0_德昌街10巷口,10,3,萬華區,2023-05-28 13:57:16,德昌街15號(對面),6,1
1208,YouBike2.0_長順街60巷口,15,3,萬華區,2023-05-28 12:30:37,長順街60巷38號對側,12,1
1209,YouBike2.0_西園公園,14,1,萬華區,2023-05-28 13:21:16,東園街35巷/東園街67巷交叉口,13,1
1211,YouBike2.0_柳鄉公園,21,0,萬華區,2023-05-28 13:30:31,環河南路二段102號西北側,19,1
1212,YouBike2.0_綠堤社區公園,22,0,萬華區,2023-05-28 13:51:04,大理街170巷與環河南路二段159巷口,22,1
1213,YouBike2.0_長順艋舺大道口,26,4,萬華區,2023-05-28 13:47:15,長順街與雙園街106巷口,22,1
1215,YouBike2.0_環南綜合市場,14,1,萬華區,2023-05-28 12:35:14,環河南路二段245號旁,13,1
1216,YouBike2.0_龍山國中,15,2,萬華區,2023-05-28 13:56:16,南寧路與廣州街口南側,13,1
1224,YouBike2.0_萬大路493巷,10,3,萬華區,2023-05-28 13:51:16,萬大路493巷44號旁,6,1
1226,YouBike2.0_青年路152巷口,16,1,萬華區,2023-05-28 13:07:15,青年路152巷59號對側,14,1
1227,YouBike2.0_臺大水源舍區A棟,37,1,臺大專區,2023-05-28 13:44:15,汀洲路三段60巷2弄路側(A舍北側),33,1
1228,YouBike2.0_臺大卓越研究大樓,32,1,臺大專區,2023-05-28 13:58:15,臺大水源舍區C南側,28,1
1229,YouBike2.0_臺大水源修齊會館,18,1,臺大專區,2023-05-28 13:59:04,思源街16號之1旁,14,1
1230,YouBike2.0_臺大檔案展示館,10,1,臺大專區,2023-05-28 12:05:15,臺大檔案展示館東北側,8,1
1231,YouBike2.0_臺大水源舍區B棟,30,0,臺大專區,2023-05-28 13:42:04,汀洲路三段60巷2弄路側(B舍北側),30,1
1232,YouBike2.0_臺大男八舍東側,42,4,臺大專區,2023-05-28 13:59:15,臺大男八舍東側,38,1
1237,YouBike2.0_臺大大一女舍北側,53,3,臺大專區,2023-05-28 13:59:15,臺大女一舍北側,50,1
1238,YouBike2.0_臺大女九舍西南側,62,0,臺大專區,2023-05-28 13:54:04,臺大女九舍西南側,62,1
1240,YouBike2.0_臺大立體機車停車場,27,1,臺大專區,2023-05-28 13:48:15,基隆路三段/基隆路三段156巷口北側,26,1
1245,YouBike2.0_臺大農化新館西側,10,2,臺大專區,2023-05-28 13:55:26,臺大生化科技學系西側,8,1
1246,YouBike2.0_臺大五號館西側,20,0,臺大專區,2023-05-28 13:30:31,臺大生物系館西側,19,1
1249,YouBike2.0_臺大共同教室東南側,12,2,臺大專區,2023-05-28 13:57:16,臺大共同教學館東南側,9,1
1251,YouBike2.0_臺大公館停車場西北側,12,1,臺大專區,2023-05-28 12:43:04,臺大公館停車場西北側,11,1
1252,YouBike2.0_臺大第二行政大樓南側,27,0,臺大專區,2023-05-28 11:03:04,臺大行政大樓西側,27,1
1253,YouBike2.0_臺大明達館機車停車場,28,3,臺大專區,2023-05-28 13:49:16,臺大明達館西側,25,1
1254,YouBike2.0_臺大二號館,10,1,臺大專區,2023-05-28 13:06:17,臺大物理文物廳北側,9,1
1258,YouBike2.0_臺大思亮館東南側,10,1,臺大專區,2023-05-28 07:36:04,臺大思亮館東南側,9,1
1259,YouBike2.0_臺大椰林小舖,48,1,臺大專區,2023-05-28 13:59:04,臺大椰林小舖旁,46,1
1261,YouBike2.0_臺大原分所北側,12,0,臺大專區,2023-05-27 18:03:05,臺大原子與分子科學研究所東北側,11,1
1266,YouBike2.0_臺大森林館北側,10,1,臺大專區,2023-05-28 12:37:04,臺大森林系學系北側,9,1
1267,YouBike2.0_臺大一號館,19,2,臺大專區,2023-05-28 13:55:26,臺大植物魚類標本館一號館北側,16,1
1268,YouBike2.0_臺大小小福西南側,10,0,臺大專區,2023-05-28 13:03:04,臺大進修教育大樓,10,1
1269,YouBike2.0_臺大教研館北側,11,2,臺大專區,2023-05-28 13:25:17,臺大雅頌廣場東南側,9,1
1270,YouBike2.0_臺大四號館東北側,10,0,臺大專區,2023-05-28 08:03:04,臺大園藝暨景觀學系北側,10,1
1271,YouBike2.0_臺大新生教室南側,18,4,臺大專區,2023-05-28 13:57:16,臺大新生教學館南側,14,1
1279,YouBike2.0_臺大明達館北側(員工宿舍),18,2,臺大公館校區,2023-05-28 13:54:04,明達館北側前空地,16,1
